Date,Close
1/1/2020 23:58:00,129.51
1/2/2020 23:58:00,130.69
1/3/2020 23:58:00,127.43
1/4/2020 23:58:00,134.49
1/5/2020 23:58:00,135.35
1/6/2020 23:58:00,136.25
1/7/2020 23:58:00,144.22
1/8/2020 23:58:00,143.45
1/9/2020 23:58:00,140.96
1/10/2020 23:58:00,138.75
1/11/2020 23:58:00,143.29
1/12/2020 23:58:00,142.83
1/13/2020 23:58:00,146.79
1/14/2020 23:58:00,144.14
1/15/2020 23:58:00,165.24
1/16/2020 23:58:00,166.43
1/17/2020 23:58:00,164.54
1/18/2020 23:58:00,170.14
1/19/2020 23:58:00,175.34
1/20/2020 23:58:00,167.02
1/21/2020 23:58:00,166.94
1/22/2020 23:58:00,169.87
1/23/2020 23:58:00,168.23
1/24/2020 23:58:00,162.95
1/25/2020 23:58:00,162.88
1/26/2020 23:58:00,160.95
1/27/2020 23:58:00,168.14
1/28/2020 23:58:00,170.94
1/29/2020 23:58:00,176.54
1/30/2020 23:58:00,174.51
1/31/2020 23:58:00,184.76
2/1/2020 23:58:00,179.75
2/2/2020 23:58:00,183.55
2/3/2020 23:58:00,188.26
2/4/2020 23:58:00,190.07
2/5/2020 23:58:00,189.3
2/6/2020 23:58:00,204.29
2/7/2020 23:58:00,212.74
2/8/2020 23:58:00,222.3
2/9/2020 23:58:00,223.14
2/10/2020 23:58:00,228.83
2/11/2020 23:58:00,223.39
2/12/2020 23:58:00,236.13
2/13/2020 23:58:00,265.13
2/14/2020 23:58:00,268.16
2/15/2020 23:58:00,285.42
2/16/2020 23:58:00,264.51
2/17/2020 23:58:00,259.47
2/18/2020 23:58:00,265.97
2/19/2020 23:58:00,281.44
2/20/2020 23:58:00,260.48
2/21/2020 23:58:00,257.71
2/22/2020 23:58:00,265.16
2/23/2020 23:58:00,262.26
2/24/2020 23:58:00,273.59
2/25/2020 23:58:00,265.22
2/26/2020 23:58:00,247.9
2/27/2020 23:58:00,224.94
2/28/2020 23:58:00,227.37
2/29/2020 23:58:00,227.15
3/1/2020 23:58:00,219.99
3/2/2020 23:58:00,217.73
3/3/2020 23:58:00,230.5
3/4/2020 23:58:00,223.97
3/5/2020 23:58:00,225.17
3/6/2020 23:58:00,229.53
3/7/2020 23:58:00,244.19
3/8/2020 23:58:00,236.41
3/9/2020 23:58:00,204.72
3/10/2020 23:58:00,203.36
3/11/2020 23:58:00,200.85
3/12/2020 23:58:00,194.97
3/13/2020 23:58:00,114.2
3/14/2020 23:58:00,134.48
3/15/2020 23:58:00,122.96
3/16/2020 23:58:00,124.46
3/17/2020 23:58:00,111.18
3/18/2020 23:58:00,113.56
3/19/2020 23:58:00,115.38
3/20/2020 23:58:00,136.86
3/21/2020 23:58:00,132.53
3/22/2020 23:58:00,132.67
3/23/2020 23:58:00,122.55
3/24/2020 23:58:00,134.95
3/25/2020 23:58:00,138.74
3/26/2020 23:58:00,136.82
3/27/2020 23:58:00,138.79
3/28/2020 23:58:00,133.05
3/29/2020 23:58:00,131.06
3/30/2020 23:58:00,125.41
3/31/2020 23:58:00,132.69
4/1/2020 23:58:00,133.51
4/2/2020 23:58:00,136.65
4/3/2020 23:58:00,142.13
4/4/2020 23:58:00,142.15
4/5/2020 23:58:00,145.39
4/6/2020 23:58:00,143.59
4/7/2020 23:58:00,169.88
4/8/2020 23:58:00,164.87
4/9/2020 23:58:00,172.43
4/10/2020 23:58:00,170.62
4/11/2020 23:58:00,159.05
4/12/2020 23:58:00,158.38
4/13/2020 23:58:00,160.13
4/14/2020 23:58:00,156.63
4/15/2020 23:58:00,157.21
4/16/2020 23:58:00,152.36
4/17/2020 23:58:00,171.98
4/18/2020 23:58:00,171.98
4/19/2020 23:58:00,187.12
4/20/2020 23:58:00,180.82
4/21/2020 23:58:00,172.02
4/22/2020 23:58:00,172.85
4/23/2020 23:58:00,183.15
4/24/2020 23:58:00,185.74
4/25/2020 23:58:00,189.14
4/26/2020 23:58:00,195.35
4/27/2020 23:58:00,197.68
4/28/2020 23:58:00,197.15
4/29/2020 23:58:00,198.37
4/30/2020 23:58:00,216.29
5/1/2020 23:58:00,208.21
5/2/2020 23:58:00,214.15
5/3/2020 23:58:00,215.34
5/4/2020 23:58:00,211.01
5/5/2020 23:58:00,208.27
5/6/2020 23:58:00,206.69
5/7/2020 23:58:00,203.41
5/8/2020 23:58:00,213.47
5/9/2020 23:58:00,212.45
5/10/2020 23:58:00,211.07
5/11/2020 23:58:00,188.66
5/12/2020 23:58:00,185.96
5/13/2020 23:58:00,189.32
5/14/2020 23:58:00,199
5/15/2020 23:58:00,203.49
5/16/2020 23:58:00,195.61
5/17/2020 23:58:00,200.41
5/18/2020 23:58:00,207.11
5/19/2020 23:58:00,214.49
5/20/2020 23:58:00,213.6
5/21/2020 23:58:00,209.86
5/22/2020 23:58:00,199.45
5/23/2020 23:58:00,207.58
5/24/2020 23:58:00,208.17
5/25/2020 23:58:00,200.68
5/26/2020 23:58:00,205.29
5/27/2020 23:58:00,201.89
5/28/2020 23:58:00,208.81
5/29/2020 23:58:00,221.45
5/30/2020 23:58:00,220.89
5/31/2020 23:58:00,242.39
6/1/2020 23:58:00,230.68
6/2/2020 23:58:00,247.4
6/3/2020 23:58:00,237.1
6/4/2020 23:58:00,244.23
6/5/2020 23:58:00,244.15
6/6/2020 23:58:00,241.1
6/7/2020 23:58:00,241.89
6/8/2020 23:58:00,245.45
6/9/2020 23:58:00,247.24
6/10/2020 23:58:00,244.81
6/11/2020 23:58:00,247.86
6/12/2020 23:58:00,230.45
6/13/2020 23:58:00,238.21
6/14/2020 23:58:00,238.89
6/15/2020 23:58:00,233.61
6/16/2020 23:58:00,229.96
6/17/2020 23:58:00,235.04
6/18/2020 23:58:00,233.05
6/19/2020 23:58:00,231.92
6/20/2020 23:58:00,227.7
6/21/2020 23:58:00,229.82
6/22/2020 23:58:00,228.94
6/23/2020 23:58:00,243.03
6/24/2020 23:58:00,244.07
6/25/2020 23:58:00,235.59
6/26/2020 23:58:00,232.69
6/27/2020 23:58:00,229.99
6/28/2020 23:58:00,222.92
6/29/2020 23:58:00,225.31
6/30/2020 23:58:00,228.34
7/1/2020 23:58:00,226.29
7/2/2020 23:58:00,231.42
7/3/2020 23:58:00,228.97
7/4/2020 23:58:00,225.16
