Date,Close
1/1/2020 23:58:00,7185.444
1/2/2020 23:58:00,6957.167
1/3/2020 23:58:00,7335.04
1/4/2020 23:58:00,7355.388
1/5/2020 23:58:00,7353.388
1/6/2020 23:58:00,7760.68
1/7/2020 23:58:00,8158.987
1/8/2020 23:58:00,8043.438
1/9/2020 23:58:00,7815.659
1/10/2020 23:58:00,8189.217
1/11/2020 23:58:00,8020.982
1/12/2020 23:58:00,8179.694
1/13/2020 23:58:00,8105.678
1/14/2020 23:58:00,8814.651
1/15/2020 23:58:00,8809.514
1/16/2020 23:58:00,8716.882
1/17/2020 23:58:00,8893.163
1/18/2020 23:58:00,8910.659
1/19/2020 23:58:00,8695.518
1/20/2020 23:58:00,8632.108
1/21/2020 23:58:00,8726.09
1/22/2020 23:58:00,8658.842
1/23/2020 23:58:00,8382.628
1/24/2020 23:58:00,8429.902
1/25/2020 23:58:00,8337.552
1/26/2020 23:58:00,8596.776
1/27/2020 23:58:00,8897.197
1/28/2020 23:58:00,9386.535
1/29/2020 23:58:00,9287.392
1/30/2020 23:58:00,9502.2
1/31/2020 23:58:00,9338.332
2/1/2020 23:58:00,9383.33
2/2/2020 23:58:00,9333.018
2/3/2020 23:58:00,9289.201
2/4/2020 23:58:00,9172.433
2/5/2020 23:58:00,9610.705
2/6/2020 23:58:00,9756.318
2/7/2020 23:58:00,9801.729
2/8/2020 23:58:00,9895.129
2/9/2020 23:58:00,10156.21
2/10/2020 23:58:00,9852.876
2/11/2020 23:58:00,10263.26
2/12/2020 23:58:00,10345.06
2/13/2020 23:58:00,10234.47
2/14/2020 23:58:00,10356.59
2/15/2020 23:58:00,9903.895
2/16/2020 23:58:00,9927.334
2/17/2020 23:58:00,9701.267
2/18/2020 23:58:00,10169.47
2/19/2020 23:58:00,9602.206
2/20/2020 23:58:00,9609.387
2/21/2020 23:58:00,9691.18
2/22/2020 23:58:00,9667.061
2/23/2020 23:58:00,9976.343
2/24/2020 23:58:00,9664.999
2/25/2020 23:58:00,9314.375
2/26/2020 23:58:00,8788.837
2/27/2020 23:58:00,8803.93
2/28/2020 23:58:00,8712.536
2/29/2020 23:58:00,8531.393
3/1/2020 23:58:00,8537.956
3/2/2020 23:58:00,8920.73
3/3/2020 23:58:00,8765.653
3/4/2020 23:58:00,8768.155
3/5/2020 23:58:00,9071.605
3/6/2020 23:58:00,9163.027
3/7/2020 23:58:00,8902.841
3/8/2020 23:58:00,8051.938
3/9/2020 23:58:00,7936.865
3/10/2020 23:58:00,7895.216
3/11/2020 23:58:00,7942.892
3/12/2020 23:58:00,4854.343
3/13/2020 23:58:00,5603.106
3/14/2020 23:58:00,5178.858
3/15/2020 23:58:00,5356.116
3/16/2020 23:58:00,5032.406
3/17/2020 23:58:00,5340.572
3/18/2020 23:58:00,5405.399
3/19/2020 23:58:00,6182.357
3/20/2020 23:58:00,6200.971
3/21/2020 23:58:00,6195.611
3/22/2020 23:58:00,5818.745
3/23/2020 23:58:00,6496.644
3/24/2020 23:58:00,6765.711
3/25/2020 23:58:00,6689.439
3/26/2020 23:58:00,6756.918
3/27/2020 23:58:00,6367.725
3/28/2020 23:58:00,6252.42
3/29/2020 23:58:00,5884.482
3/30/2020 23:58:00,6404.268
3/31/2020 23:58:00,6422.229
4/1/2020 23:58:00,6662.319
4/2/2020 23:58:00,6806.137
4/3/2020 23:58:00,6739.432
4/4/2020 23:58:00,6872.069
4/5/2020 23:58:00,6777.694
4/6/2020 23:58:00,7341.988
4/7/2020 23:58:00,7200.045
4/8/2020 23:58:00,7366.839
4/9/2020 23:58:00,7293.389
4/10/2020 23:58:00,6872.39
4/11/2020 23:58:00,6886.603
4/12/2020 23:58:00,6905.015
4/13/2020 23:58:00,6857.129
4/14/2020 23:58:00,6873.632
4/15/2020 23:58:00,6623.9
4/16/2020 23:58:00,7112.757
4/17/2020 23:58:00,7033.685
4/18/2020 23:58:00,7259.644
4/19/2020 23:58:00,7128.538
4/20/2020 23:58:00,6841.038
4/21/2020 23:58:00,6851.744
4/22/2020 23:58:00,7132.332
4/23/2020 23:58:00,7488.927
4/24/2020 23:58:00,7509.033
4/25/2020 23:58:00,7545.21
4/26/2020 23:58:00,7701.9
4/27/2020 23:58:00,7786.932
4/28/2020 23:58:00,7759.237
4/29/2020 23:58:00,8778.735
4/30/2020 23:58:00,8631.604
5/1/2020 23:58:00,8826.523
5/2/2020 23:58:00,8978.361
5/3/2020 23:58:00,8905.148
5/4/2020 23:58:00,8882.118
5/5/2020 23:58:00,9024.511
5/6/2020 23:58:00,9153.317
5/7/2020 23:58:00,9986.479
5/8/2020 23:58:00,9807.23
5/9/2020 23:58:00,9537.408
5/10/2020 23:58:00,8737.619
5/11/2020 23:58:00,8572.2
5/12/2020 23:58:00,8819.002
5/13/2020 23:58:00,9316.817
5/14/2020 23:58:00,9790.999
5/15/2020 23:58:00,9309.325
5/16/2020 23:58:00,9383.021
5/17/2020 23:58:00,9670.41
5/18/2020 23:58:00,9723.12
5/19/2020 23:58:00,9776.365
5/20/2020 23:58:00,9507.138
5/21/2020 23:58:00,9057.211
5/22/2020 23:58:00,9167.151
5/23/2020 23:58:00,9177.639
5/24/2020 23:58:00,8718.602
5/25/2020 23:58:00,8898.196
5/26/2020 23:58:00,8843.262
5/27/2020 23:58:00,9204.457
5/28/2020 23:58:00,9569.422
5/29/2020 23:58:00,9423.919
5/30/2020 23:58:00,9699.125
5/31/2020 23:58:00,9447.014
6/1/2020 23:58:00,10208.94
6/2/2020 23:58:00,9526.071
6/3/2020 23:58:00,9663.929
6/4/2020 23:58:00,9791.522
6/5/2020 23:58:00,9617.062
6/6/2020 23:58:00,9668.083
6/7/2020 23:58:00,9750.416
6/8/2020 23:58:00,9781.072
6/9/2020 23:58:00,9775.808
6/10/2020 23:58:00,9892.517
6/11/2020 23:58:00,9268.878
6/12/2020 23:58:00,9463.174
